komentar,emosi,sentimen
"Gue baru kepikiran, viral kayak gini penting biar dibuka matanya, peace all ✌️",Lainnya,
"Nyata banget ini, semoga institusi berbenah, sekian aja sih",Lainnya,
"Bener juga ya, semoga institusi berbenah, cmiiw ya",Lainnya,
"Miris banget, ga tau harus bela siapa dulu, good vibes only",Lainnya,
"Asli parah, doain korban kuat dan sehat terus, good vibes only",Lainnya,
"Gak masuk akal sih, semoga korban dapet bantuan hukum, gak ada maksud jelek",Lainnya,
"Bener juga ya, belum tau latar belakangnya, sekian aja sih",Lainnya,
"Gokil sih, akhirnya banyak yang buka suara soal ini 👏, semoga bermanfaat",Lainnya,
"Sadar gak sih, kalo rakyat kecil, pasti udah ditangkap tuh, cuma share aja",Lainnya,
"Miris banget, penasaran sama klarifikasi dari pihak polisi, peace all ✌️",Lainnya,
"Asli serem, debt collector liar makin berani karena dibiarin, ini opini pribadi",Lainnya,
"Gue setuju sih, tindakan kayak gini harusnya dilawan bareng-bareng, gimana menurut lo?",Lainnya,
"Anjir sumpah, jangan sampe kejadian kayak gini keulang lagi, curious ama pendapat lain",Marah,
"Nyata banget ini, respect sama orang yang rekam dan sebarin videonya, good vibes only",Lainnya,
"Btw guys, baru liat videonya rame di X, peace all ✌️",Lainnya,
"Serius deh, polisinya malah nontonin, sumpah absurd, let’s discuss",Lainnya,
"Baru ngeh deh, malu banget ama instansi yang harusnya melindungi, any thoughts?",Lainnya,
"Kocak tapi miris, banyak yang masih debat soal video itu, tetap waspada guys 💪",Lainnya,
"Bener juga ya, viral kayak gini penting biar dibuka matanya, let’s discuss",Lainnya,
"Anjir sumpah, tugas polisi bukan jadi kameramen, any thoughts?",Marah,
"Baru ngeh deh, semoga korban dapet bantuan hukum, curious ama pendapat lain",Lainnya,
"Baru ngeh deh, respect sama orang yang rekam dan sebarin videonya, tetap waspada guys 💪",Lainnya,
"Asli serem, pro kontra banget sih ini, no hate ya",Lainnya,
"Menurut gw, akhirnya banyak yang buka suara soal ini 👏, cmiiw ya",Lainnya,
"Miris banget, kalo rakyat kecil, pasti udah ditangkap tuh, sekilas pikiran aja",Lainnya,
"Serius deh, kok bisa diem aja sih? 😤, apa pendapat kalian?",Lainnya,
"Asli parah, kalo rakyat kecil, pasti udah ditangkap tuh, let’s discuss",Lainnya,
"Gokil sih, miris banget lihat pembiaran kekerasan gitu, setuju gak?",Lainnya,
"Ini mah keterlaluan, tindakan kayak gini harusnya dilawan bareng-bareng, cmiiw ya",Lainnya,
"Gokil sih, semoga ini jadi titik balik perubahan, setuju gak?",Lainnya,
"Sadar gak sih, viral kayak gini penting biar dibuka matanya, no hate ya",Lainnya,
"Gak masuk akal sih, kita bayar pajak buat ditontonin doang?, peace all ✌️",Lainnya,
"Btw guys, tugas polisi bukan jadi kameramen, let’s discuss",Lainnya,
"Ini mah keterlaluan, tugas polisi bukan jadi kameramen, any thoughts?",Lainnya,
"Kocak tapi miris, ini bukan cuma salah pelaku, yang diem juga bersalah, semoga bermanfaat",Lainnya,
"Gak masuk akal sih, doain korban kuat dan sehat terus, peace all ✌️",Lainnya,
"Gokil sih, parahnya bukan main, udah jatuh ditimpa kamera polisi, sekian aja sih",Lainnya,
"Gokil sih, masih nunggu penjelasan dari pihak berwenang, sekian aja sih",Lainnya,
"Ini mah keterlaluan, semoga korban dapet bantuan hukum, semoga bermanfaat",Lainnya,
"Kocak tapi miris, miris banget lihat pembiaran kekerasan gitu, santai aja bacanya",Lainnya,
"Kocak tapi miris, viral kayak gini penting biar dibuka matanya, peace all ✌️",Lainnya,
"Menurut gw, mudah-mudahan jadi pelajaran buat semuanya, setuju gak?",Lainnya,
"Btw guys, polisinya malah nontonin, sumpah absurd, no hate ya",Lainnya,
"Menurut gw, viral kayak gini penting biar dibuka matanya, gimana menurut lo?",Lainnya,
"Gokil sih, tugas polisi bukan jadi kameramen, penasaran ama opini kalian",Lainnya,
"Ini mah keterlaluan, semoga institusi berbenah, lagi rame nih",Lainnya,
"Gak masuk akal sih, liat-liat dulu aja deh, any thoughts?",Lainnya,
"Menurut gw, doain korban kuat dan sehat terus, setuju gak?",Lainnya,
"Gak masuk akal sih, miris banget lihat pembiaran kekerasan gitu, ini opini pribadi",Lainnya,
"Bener juga ya, akhirnya banyak yang buka suara soal ini 👏, any thoughts?",Lainnya,
"Serius deh, viral kayak gini penting biar dibuka matanya, good vibes only",Lainnya,
"Serius deh, semoga ini jadi titik balik perubahan, gimana menurut lo?",Lainnya,
"Sadar gak sih, tugas polisi bukan jadi kameramen, lagi rame nih",Lainnya,
"Lo pernah liat video itu gak, gak ngerti ama logika aparat sekarang, no hate ya",Lainnya,
"Fix banget, masyarakat gak boleh diam aja sih, apa pendapat kalian?",Lainnya,
"Fix banget, tugas polisi bukan jadi kameramen, gak ada maksud jelek",Lainnya,
"Fix banget, rame banget debatnya di medsos, ini opini pribadi",Lainnya,
"Gue baru kepikiran, kita bayar pajak buat ditontonin doang?, cuma share aja",Lainnya,
"Anjir sumpah, kita bayar pajak buat ditontonin doang?, setuju gak?",Marah,
"Asli serem, sekilas kayak pembiaran, tapi pengen liat konfirmasi dulu, let’s discuss",Lainnya,
"Serius deh, ini kalo gak viral, bakalan hilang gitu aja, sekilas pikiran aja",Lainnya,
"Miris banget, ini kalo gak viral, bakalan hilang gitu aja, let’s discuss",Lainnya,
"Baru ngeh deh, gak ngerti ama logika aparat sekarang, curious ama pendapat lain",Lainnya,
"Asli serem, doain korban kuat dan sehat terus, gimana menurut lo?",Lainnya,
"Fix banget, gak ngerti ama logika aparat sekarang, gak ada maksud jelek",Lainnya,
"Btw guys, semoga korban dapet bantuan hukum, tetap waspada guys 💪",Lainnya,
"Btw guys, belum ngerti konteks lengkapnya, apa pendapat kalian?",Lainnya,
"Anjir sumpah, semoga korban dapet keadilan 🙏, cmiiw ya",Marah,
"Baru ngeh deh, itu debt collector udah kayak preman, sekian aja sih",Lainnya,
"Anjir sumpah, kalo rakyat kecil, pasti udah ditangkap tuh, good vibes only",Marah,
"Serius deh, itu debt collector udah kayak preman, apa pendapat kalian?",Lainnya,
"Serius deh, semoga ini jadi titik balik perubahan, lagi rame nih",Lainnya,
"Lo pernah liat video itu gak, jangan-jangan udah biasa diem aja?, let’s discuss",Lainnya,
"Asli parah, kebetulan nongol terus di FYP, curious ama pendapat lain",Lainnya,
"Kocak tapi miris, jangan takut speak up soal ketidakadilan, good vibes only",Takut,
"Serius deh, kalo rakyat kecil, pasti udah ditangkap tuh, penasaran ama opini kalian",Lainnya,
"Sadar gak sih, udah kayak negara tanpa hukum, sekilas pikiran aja",Lainnya,
"Asli parah, itu debt collector udah kayak preman, curious ama pendapat lain",Lainnya,
"Anjir sumpah, masih banyak orang baik yang peduli, gak ada maksud jelek",Marah,
"Gue setuju sih, fungsi polisi buat apa kalo gini?, cuma share aja",Lainnya,
"Ini mah keterlaluan, masyarakat gak boleh diam aja sih, good vibes only",Lainnya,
"Gak masuk akal sih, kita harus bareng-bareng jaga keadilan, cuma share aja",Lainnya,
"Lo pernah liat video itu gak, polisinya malah nontonin, sumpah absurd, ini opini pribadi",Lainnya,
"Fix banget, udah kayak negara tanpa hukum, let’s discuss",Lainnya,
"Sadar gak sih, jangan takut speak up soal ketidakadilan, apa pendapat kalian?",Takut,
"Ini mah keterlaluan, ini bukan cuma salah pelaku, yang diem juga bersalah, lagi rame nih",Lainnya,
"Menurut gw, polisinya malah nontonin, sumpah absurd, tetap waspada guys 💪",Lainnya,
"Asli parah, bener-bener kehilangan rasa aman sih, cmiiw ya",Sedih,
"Gue setuju sih, belum jelas juga siapa yang bener, sekian aja sih",Lainnya,
"Kocak tapi miris, rame banget yang repost, let’s discuss",Lainnya,
"Miris banget, polisinya malah nontonin, sumpah absurd, gak ada maksud jelek",Lainnya,
"Lo pernah liat video itu gak, semoga Polri mau introspeksi, penasaran ama opini kalian",Lainnya,
"Gak masuk akal sih, kita harus bareng-bareng jaga keadilan, sekilas pikiran aja",Lainnya,
"Fix banget, viral kayak gini penting biar dibuka matanya, cmiiw ya",Lainnya,
"Asli parah, liat-liat dulu aja deh, good vibes only",Lainnya,
"Gak masuk akal sih, akhirnya banyak yang buka suara soal ini 👏, cmiiw ya",Lainnya,
"Kocak tapi miris, udah kayak negara tanpa hukum, ini opini pribadi",Lainnya,
"Fix banget, gak ngerti ama logika aparat sekarang, cuma share aja",Lainnya,
"Asli parah, tugas polisi bukan jadi kameramen, santai aja bacanya",Lainnya,
"Anjir sumpah, jangan sampe kejadian kayak gini keulang lagi, semoga bermanfaat",Marah,
"Serius deh, bener-bener kehilangan rasa aman sih, gimana menurut lo?",Sedih,
"Asli parah, semoga korban dapet bantuan hukum, sekilas pikiran aja",Lainnya,
"Menurut gw, polisinya malah nontonin, sumpah absurd, gak ada maksud jelek",Lainnya,
"Menurut gw, kebetulan nongol terus di FYP, let’s discuss",Lainnya,
"Btw guys, rame banget yang repost, any thoughts?",Lainnya,
"Btw guys, kalo rakyat kecil, pasti udah ditangkap tuh, semoga bermanfaat",Lainnya,
"Kocak tapi miris, bikin malu banget sih polisi cuma rekam doang, apa pendapat kalian?",Lainnya,
"Serius deh, miris banget lihat pembiaran kekerasan gitu, setuju gak?",Lainnya,
"Gak masuk akal sih, semoga pelaku dihukum setimpal, let’s discuss",Lainnya,
"Kocak tapi miris, lagi trending banget di explore, no hate ya",Lainnya,
"Gue setuju sih, semoga ini jadi titik balik perubahan, apa pendapat kalian?",Lainnya,
"Serius deh, penting banget edukasi hukum ke masyarakat, lagi rame nih",Sedih,
"Serius deh, belum tau latar belakangnya, no hate ya",Lainnya,
"Asli parah, kita harus bareng-bareng jaga keadilan, sekilas pikiran aja",Lainnya,
"Gue setuju sih, rame banget yang repost, penasaran ama opini kalian",Lainnya,
"Asli serem, belum jelas juga siapa yang bener, setuju gak?",Lainnya,
"Fix banget, kebetulan nongol terus di FYP, sekian aja sih",Lainnya,
"Gak masuk akal sih, harusnya viral biar ditindak, semoga bermanfaat",Lainnya,
"Gue setuju sih, penting banget edukasi hukum ke masyarakat, curious ama pendapat lain",Sedih,
"Baru ngeh deh, masa kejadian kayak gitu ga ditindak?, let’s discuss",Lainnya,
"Miris banget, debt collector liar makin berani karena dibiarin, santai aja bacanya",Lainnya,
"Gokil sih, debt collector liar makin berani karena dibiarin, apa pendapat kalian?",Lainnya,
"Menurut gw, belum tau latar belakangnya, tetap waspada guys 💪",Lainnya,
"Menurut gw, masyarakat gak boleh diam aja sih, let’s discuss",Lainnya,
"Asli serem, akhirnya banyak yang buka suara soal ini 👏, semoga bermanfaat",Lainnya,
"Gue setuju sih, lagi trending banget di explore, good vibes only",Lainnya,
"Serius deh, belum tau latar belakangnya, santai aja bacanya",Lainnya,
"Baru ngeh deh, semoga korban dapet bantuan hukum, santai aja bacanya",Lainnya,
"Baru ngeh deh, kok bisa diem aja sih? 😤, cmiiw ya",Lainnya,
"Anjir sumpah, bikin malu banget sih polisi cuma rekam doang, penasaran ama opini kalian",Marah,
"Ini mah keterlaluan, itu debt collector udah kayak preman, gimana menurut lo?",Lainnya,
"Kocak tapi miris, masa kejadian kayak gitu ga ditindak?, penasaran ama opini kalian",Lainnya,
"Btw guys, ini kalo gak viral, bakalan hilang gitu aja, cuma share aja",Lainnya,
"Ini mah keterlaluan, kebetulan nongol terus di FYP, setuju gak?",Lainnya,
"Lo pernah liat video itu gak, semoga pelaku dihukum setimpal, setuju gak?",Lainnya,
"Bener juga ya, harusnya viral biar ditindak, cuma share aja",Lainnya,
"Anjir sumpah, doain korban kuat dan sehat terus, curious ama pendapat lain",Marah,
"Gue setuju sih, bener-bener kehilangan rasa aman sih, let’s discuss",Sedih,
"Gue gak habis pikir, semoga institusi berbenah, curious ama pendapat lain",Lainnya,
"Kocak tapi miris, debt collector liar makin berani karena dibiarin, curious ama pendapat lain",Lainnya,
"Nyata banget ini, penting banget edukasi hukum ke masyarakat, lagi rame nih",Sedih,
"Baru ngeh deh, ini kalo gak viral, bakalan hilang gitu aja, sekilas pikiran aja",Lainnya,
"Sadar gak sih, belum ngerti konteks lengkapnya, curious ama pendapat lain",Lainnya,
"Gak masuk akal sih, semoga korban dapet keadilan 🙏, setuju gak?",Lainnya,
"Menurut gw, mudah-mudahan jadi pelajaran buat semuanya, any thoughts?",Lainnya,
"Miris banget, masyarakat gak boleh diam aja sih, let’s discuss",Lainnya,
"Gue setuju sih, penting banget edukasi hukum ke masyarakat, ini opini pribadi",Sedih,
"Lo pernah liat video itu gak, belum tau latar belakangnya, cuma share aja",Lainnya,
"Gokil sih, kalo rakyat kecil, pasti udah ditangkap tuh, gak ada maksud jelek",Lainnya,
"Gue setuju sih, parahnya bukan main, udah jatuh ditimpa kamera polisi, lagi rame nih",Lainnya,
"Gokil sih, debt collector liar makin berani karena dibiarin, sekian aja sih",Lainnya,
"Lo pernah liat video itu gak, masih banyak orang baik yang peduli, cmiiw ya",Lainnya,
"Gak masuk akal sih, akhirnya banyak yang buka suara soal ini 👏, gak ada maksud jelek",Lainnya,
"Nyata banget ini, doain korban kuat dan sehat terus, peace all ✌️",Lainnya,
"Sadar gak sih, kalo rakyat kecil, pasti udah ditangkap tuh, penasaran ama opini kalian",Lainnya,
"Sadar gak sih, jangan takut speak up soal ketidakadilan, gak ada maksud jelek",Takut,
"Gue baru kepikiran, liat-liat dulu aja deh, no hate ya",Lainnya,
"Asli parah, belum ngerti konteks lengkapnya, tetap waspada guys 💪",Lainnya,
"Gue gak habis pikir, sekilas kayak pembiaran, tapi pengen liat konfirmasi dulu, semoga bermanfaat",Lainnya,
"Anjir sumpah, banyak yang masih debat soal video itu, ini opini pribadi",Marah,
"Serius deh, harusnya viral biar ditindak, cmiiw ya",Lainnya,
"Gokil sih, masih coba cerna kenapa gak ada yang bantu, cmiiw ya",Lainnya,
"Asli serem, sekilas kayak pembiaran, tapi pengen liat konfirmasi dulu, gak ada maksud jelek",Lainnya,
"Menurut gw, semoga pelaku dan pembiar dihukum adil, sekian aja sih",Lainnya,
"Miris banget, jangan sampe kejadian kayak gini keulang lagi, cmiiw ya",Lainnya,
"Asli parah, semoga pelaku dan pembiar dihukum adil, gimana menurut lo?",Lainnya,
"Baru ngeh deh, polisinya malah nontonin, sumpah absurd, sekilas pikiran aja",Lainnya,
"Ini mah keterlaluan, masa kejadian kayak gitu ga ditindak?, let’s discuss",Lainnya,
"Gue baru kepikiran, kebetulan nongol terus di FYP, setuju gak?",Lainnya,
"Asli parah, bener-bener kehilangan rasa aman sih, any thoughts?",Sedih,
"Baru ngeh deh, masa kejadian kayak gitu ga ditindak?, lagi rame nih",Lainnya,
"Menurut gw, semoga pelaku dan pembiar dihukum adil, setuju gak?",Lainnya,
"Gokil sih, semoga Polri mau introspeksi, gimana menurut lo?",Lainnya,
"Gue baru kepikiran, kok bisa kejadian di depan mapolri?, curious ama pendapat lain",Lainnya,
"Asli parah, viral kayak gini penting biar dibuka matanya, setuju gak?",Lainnya,
"Gue baru kepikiran, belum tau latar belakangnya, gak ada maksud jelek",Lainnya,
"Kocak tapi miris, parahnya bukan main, udah jatuh ditimpa kamera polisi, penasaran ama opini kalian",Lainnya,
"Bener juga ya, masih banyak orang baik yang peduli, ini opini pribadi",Lainnya,
"Gue gak habis pikir, semoga ini jadi titik balik perubahan, good vibes only",Lainnya,
"Kocak tapi miris, harusnya viral biar ditindak, peace all ✌️",Lainnya,
"Gue setuju sih, kita bayar pajak buat ditontonin doang?, no hate ya",Lainnya,
"Asli serem, belum ngerti konteks lengkapnya, curious ama pendapat lain",Lainnya,
"Gue setuju sih, liat-liat dulu aja deh, setuju gak?",Lainnya,
"Gue setuju sih, belum jelas juga siapa yang bener, apa pendapat kalian?",Lainnya,
"Lo pernah liat video itu gak, lumayan viral nih kasusnya, good vibes only",Lainnya,
"Gue baru kepikiran, respect sama orang yang rekam dan sebarin videonya, santai aja bacanya",Lainnya,
"Btw guys, rame banget debatnya di medsos, lagi rame nih",Lainnya,
"Btw guys, masa kejadian kayak gitu ga ditindak?, setuju gak?",Lainnya,
"Anjir sumpah, respect sama orang yang rekam dan sebarin videonya, any thoughts?",Marah,
"Miris banget, kita harus bareng-bareng jaga keadilan, apa pendapat kalian?",Lainnya,
"Miris banget, bikin malu banget sih polisi cuma rekam doang, good vibes only",Lainnya,
"Gue gak habis pikir, belum ngerti konteks lengkapnya, lagi rame nih",Lainnya,
"Nyata banget ini, masih nunggu penjelasan dari pihak berwenang, semoga bermanfaat",Lainnya,
"Fix banget, bikin malu banget sih polisi cuma rekam doang, semoga bermanfaat",Lainnya,
"Ini mah keterlaluan, mudah-mudahan jadi pelajaran buat semuanya, cuma share aja",Lainnya,
"Ini mah keterlaluan, jangan takut speak up soal ketidakadilan, setuju gak?",Takut,
"Gue gak habis pikir, semoga pelaku dihukum setimpal, let’s discuss",Lainnya,
"Gokil sih, banyak yang masih debat soal video itu, santai aja bacanya",Lainnya,
"Serius deh, baru liat videonya rame di X, let’s discuss",Lainnya,
"Gue gak habis pikir, sekilas kayak pembiaran, tapi pengen liat konfirmasi dulu, penasaran ama opini kalian",Lainnya,
"Gue setuju sih, semoga korban dapet keadilan 🙏, lagi rame nih",Lainnya,
"Asli serem, jangan takut speak up soal ketidakadilan, apa pendapat kalian?",Takut,
"Baru ngeh deh, sekilas kayak pembiaran, tapi pengen liat konfirmasi dulu, no hate ya",Lainnya,
"Baru ngeh deh, gak ngerti ama logika aparat sekarang, peace all ✌️",Lainnya,
"Baru ngeh deh, semoga korban dapet bantuan hukum, gimana menurut lo?",Lainnya,
"Bener juga ya, semoga pelaku dihukum setimpal, any thoughts?",Lainnya,
"Serius deh, kita bayar pajak buat ditontonin doang?, sekian aja sih",Lainnya,
"Kocak tapi miris, semoga ini jadi titik balik perubahan, apa pendapat kalian?",Lainnya,
"Anjir sumpah, kok bisa diem aja sih? 😤, apa pendapat kalian?",Marah,
"Gak masuk akal sih, bikin malu banget sih polisi cuma rekam doang, lagi rame nih",Lainnya,
"Baru ngeh deh, bingung ama kronologinya, curious ama pendapat lain",Lainnya,
"Anjir sumpah, kita harus bareng-bareng jaga keadilan, cuma share aja",Marah,
"Fix banget, bingung ama kronologinya, curious ama pendapat lain",Lainnya,
"Asli serem, parahnya bukan main, udah jatuh ditimpa kamera polisi, cuma share aja",Lainnya,
"Lo pernah liat video itu gak, lumayan viral nih kasusnya, gimana menurut lo?",Lainnya,
"Serius deh, respect sama orang yang rekam dan sebarin videonya, gak ada maksud jelek",Lainnya,
"Gokil sih, respect sama orang yang rekam dan sebarin videonya, let’s discuss",Lainnya,
"Serius deh, viral kayak gini penting biar dibuka matanya, curious ama pendapat lain",Lainnya,
"Gue baru kepikiran, masa kejadian kayak gitu ga ditindak?, lagi rame nih",Lainnya,
"Gak masuk akal sih, tugas polisi bukan jadi kameramen, cuma share aja",Lainnya,
